short_name_ENG_i,short_name_ENG_j,f_ij,n_ij
Fixed electrical resistor,Sub-contracted operations,1,1
Fixed electrical resistor,Machines for treating met,7,2
Fixed electrical resistor,"Plastic boxes, cases, cra",7,1
Fixed electrical resistor,Parts of electrical signa,7,2
Fixed electrical resistor,Instruments and apparatus,6,1
Fixed electrical resistor,Parts of bearing housings,6,2
Fixed electrical resistor,Parts and accessories of ,1,2
Fixed electrical resistor,Ferrite cores of transfor,5,2
Fixed electrical resistor,Multichip integrated circ,4,3
Fixed electrical resistor,Parts of machinery of HS ,4,1
Fixed electrical resistor,Fuses for a voltage > 1 k,4,1
Fixed electrical resistor,Other electric conductors,4,2
Fixed electrical resistor,"Trunking, ducting and cab",3,3
Fixed electrical resistor,Tapping tools for working,3,1
Fixed electrical resistor,Parts of pumps for liquid,3,1
Fixed electrical resistor,Numerical control panels ,3,4
Fixed electrical resistor,Electrical apparatus for ,3,1
Fixed electrical resistor,"Flexible tubes, pipes and",3,1
Fixed electrical resistor,"Non-cellular plates, shee",3,1
Fixed electrical resistor,Monofilament with any cro,3,1
Fixed electrical resistor,Parts suitable for use so,2,1
Fixed electrical resistor,Fuses for a voltage ≤ 1 k,2,1
Fixed electrical resistor,Test benches,2,3
Fixed electrical resistor,Electric motors of an out,2,2
Fixed electrical resistor,"Teleferics, chair-lifts, ",2,1
Fixed electrical resistor,Parts of machinery and ap,1,1
Fixed electrical resistor,Machines with translation,2,3
Fixed electrical resistor,Self-adhesive printed lab,2,2
Fixed electrical resistor,Screws and bolts for fixi,2,1
Fixed electrical resistor,"Self-adhesive plates, she",2,1
Fixed electrical resistor,Parts for boring or sinki,1,1
Fixed electrical resistor,Repair services of tarpau,1,1
Fixed electrical resistor,Multilayer printed circui,1,2
Fixed electrical resistor,Telescopic and whip-type ,1,1
Fixed electrical resistor,"Tanks, casks, drums, cans",1,1
Fixed electrical resistor,Flat-rolled products of i,1,1
Fixed electrical resistor,"Tubes and pipes, of circu",1,1
Fixed electrical resistor,Flat pallets and pallet c,1,1
Fixed electrical resistor,"Hydraulic systems, with c",1,1
Fixed electrical resistor,Bearing housings incorpor,1,1
Fixed electrical resistor,Gear boxes for stationary,1,1
Fixed electrical resistor,Parts for air conditionin,1,1
Fixed electrical resistor,Inductors for discharge l,1,3
Fixed electrical resistor,Parts of radar apparatus ,1,1
Fixed electrical resistor,"Appliance cords, extensio",1,4
Fixed electrical resistor,Parts of machines and app,1,1
Fixed electrical resistor,Searchlights and spotligh,1,2
Salicylic acid and its sa,Heat water or steam heat ,21,1
Salicylic acid and its sa,Medicaments of alkaloids ,12,1
Salicylic acid and its sa,"Diazo-, azo- or azoxy-com",10,2
Salicylic acid and its sa,Acrylic acid and its salt,7,1
Salicylic acid and its sa,Methylamine; di- or trime,7,1
Salicylic acid and its sa,Medicaments containing in,5,1
Salicylic acid and its sa,Phenolphthalein; 1-Hydrox,4,1
Salicylic acid and its sa,"Tetrahydrofuran, 2-Furald",4,1
Salicylic acid and its sa,Hydrogen chloride (hydroc,4,1
Salicylic acid and its sa,Medicaments containing pe,3,1
Salicylic acid and its sa,Monoethanolamine and its ,3,1
Salicylic acid and its sa,Sodium hydroxide (caustic,3,1
Salicylic acid and its sa,Herbicides based on pheno,2,1
Salicylic acid and its sa,"Hormones, prostaglandins,",2,1
Salicylic acid and its sa,Ureines and their derivat,2,1
Salicylic acid and its sa,"Other organic compounds, ",1,1
Salicylic acid and its sa,Fluorides; fluorosilicate,1,1
Salicylic acid and its sa,Antibiotics,1,1
Salicylic acid and its sa,"Lysine and its esters, an",1,1
Seats for aircraft; parts,Bumpers and parts thereof,10,1
Seats for aircraft; parts,Parts and accessories for,3,1
Seats for aircraft; parts,"Tinplate, other tinned sh",2,1
Seats for aircraft; parts,Flat-rolled products of i,2,1
Seats for aircraft; parts,Uncoated cold-rolled shee,2,1
Rock drilling or earth bo,Metal parts (excluding tu,163,4
Rock drilling or earth bo,Turned metal parts for ta,105,6
Rock drilling or earth bo,The order of part operati,55,7
Rock drilling or earth bo,Wet painting and varnishi,52,2
Rock drilling or earth bo,Iron or steel equipment f,50,3
Rock drilling or earth bo,Bumpers and parts thereof,44,6
Rock drilling or earth bo,Wrought steel shaped free,41,2
Rock drilling or earth bo,Moulding boxes for metal ,37,3
Rock drilling or earth bo,Repair and maintenance of,1,1
Rock drilling or earth bo,Hard rubber or plastic co,35,2
Rock drilling or earth bo,Repair and maintenance se,1,1
Rock drilling or earth bo,Railway or tramway track ,33,4
Rock drilling or earth bo,"Cartons, boxes and cases,",32,1
Rock drilling or earth bo,Metallic coating by immer,29,1
Rock drilling or earth bo,"Boards, panels, consoles,",26,3
Rock drilling or earth bo,Plastic parts for machine,25,2
Rock drilling or earth bo,Parts of machinery of HS ,2,1
Rock drilling or earth bo,Cold-rolled narrow strip ,19,1
Rock drilling or earth bo,Sub-contracted operations,1,1
Rock drilling or earth bo,Electrical apparatus for ,2,1
Rock drilling or earth bo,Numerical control panels ,15,3
Rock drilling or earth bo,Parts for machines for as,15,1
Rock drilling or earth bo,Parts of bearing housings,14,1
Rock drilling or earth bo,Parts of electrical signa,14,2
Rock drilling or earth bo,"Files, rasps and similar ",14,5
Rock drilling or earth bo,Flat pallets and pallet c,14,1
Rock drilling or earth bo,"Electricity, combined and",13,1
Rock drilling or earth bo,Tapping tools for working,12,6
Rock drilling or earth bo,Plugs and sockets for coa,12,4
Rock drilling or earth bo,Sheet metal forming of st,11,1
Rock drilling or earth bo,Secondary raw material of,3,1
Rock drilling or earth bo,Hot-rolled flat products ,10,1
Rock drilling or earth bo,Parts and accessories of ,1,1
Rock drilling or earth bo,"Other plates..., of polym",10,1
Rock drilling or earth bo,Other electric conductors,10,1
Rock drilling or earth bo,"Plastic boxes, cases, cra",10,2
Rock drilling or earth bo,Test benches,10,1
Rock drilling or earth bo,"Appliance cords, extensio",9,1
Rock drilling or earth bo,Self-adhesive printed lab,9,1
Rock drilling or earth bo,"Folding cartons, boxes an",9,1
Rock drilling or earth bo,Repair services of tarpau,9,1
Rock drilling or earth bo,"Trunking, ducting and cab",9,2
Rock drilling or earth bo,Ferrite cores of transfor,9,1
Rock drilling or earth bo,Drop forged (and precisio,8,1
Rock drilling or earth bo,Base metal hinges,7,1
Rock drilling or earth bo,Rectifiers (excluding of ,7,1
Rock drilling or earth bo,Builder’s fittings and mo,7,1
Rock drilling or earth bo,Articles of cellular rubb,7,2
Rock drilling or earth bo,Screws and bolts for fixi,7,1
Rock drilling or earth bo,Fixed electrical resistor,6,1
Rock drilling or earth bo,Parts and accessories for,1,1
Rock drilling or earth bo,Iron or steel spring wash,6,2
Rock drilling or earth bo,Parts suitable for use so,1,1
Rock drilling or earth bo,"Teleferics, chair-lifts, ",6,1
Rock drilling or earth bo,Flat-rolled products of i,5,1
Rock drilling or earth bo,Inductors for discharge l,5,1
Rock drilling or earth bo,"Tanks, casks, drums, cans",3,1
Rock drilling or earth bo,Electric motors of an out,5,1
Rock drilling or earth bo,Parts for boring or sinki,5,1
Rock drilling or earth bo,Base metal cylinder locks,5,1
Rock drilling or earth bo,Electrical insulators (ex,5,1
Rock drilling or earth bo,"Clad, cold-rolled narrow ",5,1
Rock drilling or earth bo,"Tinplate, other tinned sh",5,1
Rock drilling or earth bo,"Aluminium bars, rods and ",5,1
Rock drilling or earth bo,Copper and copper alloy p,4,1
Rock drilling or earth bo,Parts of air and vacuum p,4,1
Rock drilling or earth bo,Gear boxes for stationary,4,1
Rock drilling or earth bo,"Paint brushes, distemperi",4,1
Rock drilling or earth bo,Bookbinding and finishing,4,1
Rock drilling or earth bo,"Washers, rivets, cotters,",3,1
Rock drilling or earth bo,Parts of machinery and ap,2,1
Rock drilling or earth bo,Parts of pumps for liquid,3,2
Rock drilling or earth bo,"Balls, needles and roller",3,2
Rock drilling or earth bo,"Prefabricated buildings, ",1,1
Rock drilling or earth bo,Fuses for a voltage ≤ 1 k,3,1
Rock drilling or earth bo,"Syringes, with or without",3,1
Rock drilling or earth bo,Tungsten (wolfram) and ar,3,1
Rock drilling or earth bo,Numerically controlled be,3,1
Rock drilling or earth bo,Machinery for making pulp,3,1
Rock drilling or earth bo,Fuses for a voltage > 1 k,2,3
Rock drilling or earth bo,Instruments for measuring,2,1
Rock drilling or earth bo,Fire extinguishers,2,1
Rock drilling or earth bo,Parts of electrical ignit,2,1
Rock drilling or earth bo,Parts of machinery for ma,2,1
Rock drilling or earth bo,Metal furniture (excludin,2,1
Rock drilling or earth bo,Bearing housings incorpor,2,1
Rock drilling or earth bo,"Hydraulic systems, with c",2,1
Rock drilling or earth bo,"Slag wool, rock wool and ",2,1
Rock drilling or earth bo,"Tubes and pipes, of circu",2,1
Rock drilling or earth bo,Iron or steel hot-worked ,2,2
Rock drilling or earth bo,"Self-adhesive plates, she",2,1
Rock drilling or earth bo,Metal furniture for offic,1,1
Rock drilling or earth bo,"Polypropylene, in primary",1,1
Rock drilling or earth bo,Telescopic and whip-type ,1,1
Rock drilling or earth bo,"Nails, tacks, drawing pin",1,1
Rock drilling or earth bo,Rubber transmission belts,1,1
Rock drilling or earth bo,Accounting machines and s,1,1
Rock drilling or earth bo,Rotary piston vacuum pump,1,1
Rock drilling or earth bo,Relays for a voltage ≤ 60,1,1
Rock drilling or earth bo,Cigarette paper in rolls ,1,1
Mats of irregularly lamin,Iron or steel equipment f,3,1
Mats of irregularly lamin,Parts of machinery of HS ,1,1
Mats of irregularly lamin,Sub-contracted operations,1,1
Mats of irregularly lamin,Containers specially desi,1,1
Mats of irregularly lamin,Safety seat belts,1,1
Mats of irregularly lamin,Bodies for motor cars and,1,1
Mats of irregularly lamin,Heat exchange units,1,1
Pen or pencil sets contai,Office or school supplies,2,1
Screws and bolts for fixi,Metal parts (excluding tu,70,2
Screws and bolts for fixi,Turned metal parts for ta,61,2
Screws and bolts for fixi,Household gas tariff (to ,51,1
Screws and bolts for fixi,General electric price ta,46,1
Screws and bolts for fixi,Wet painting and varnishi,42,1
Screws and bolts for fixi,The order of part operati,40,2
Screws and bolts for fixi,Iron or steel equipment f,40,5
Screws and bolts for fixi,Metallic coating by immer,34,2
Screws and bolts for fixi,Hard rubber or plastic co,32,5
Screws and bolts for fixi,Repair and maintenance of,2,1
Screws and bolts for fixi,Rock drilling or earth bo,29,1
Screws and bolts for fixi,Distribution services of ,3,1
Screws and bolts for fixi,Machines for treating met,26,1
Screws and bolts for fixi,"Cartons, boxes and cases,",24,1
Screws and bolts for fixi,Sub-contracted operations,1,1
Screws and bolts for fixi,Railway or tramway track ,22,10
Screws and bolts for fixi,"Boards, panels, consoles,",20,4
Screws and bolts for fixi,Heat treatment of metals ,18,1
Screws and bolts for fixi,Bumpers and parts thereof,18,3
Screws and bolts for fixi,Flat pallets and pallet c,17,1
Screws and bolts for fixi,Repair and maintenance se,1,1
Screws and bolts for fixi,Self-adhesive printed lab,15,2
Screws and bolts for fixi,Parts of electrical signa,15,2
Screws and bolts for fixi,Wrought steel shaped free,14,1
Screws and bolts for fixi,Iron or steel spring wash,13,7
Screws and bolts for fixi,Repair services of tarpau,13,1
Screws and bolts for fixi,Parts of machinery of HS ,2,1
Screws and bolts for fixi,Safety seat belts,12,1
Screws and bolts for fixi,Electrical apparatus for ,3,1
Screws and bolts for fixi,Ferrite cores of transfor,11,1
Screws and bolts for fixi,Tapping tools for working,10,2
Screws and bolts for fixi,Cold-rolled narrow strip ,10,1
Screws and bolts for fixi,"Folding cartons, boxes an",10,1
Screws and bolts for fixi,"Spools, cops, bobbins and",8,1
Screws and bolts for fixi,Parts for machines for as,8,1
Screws and bolts for fixi,"Aluminium plates, sheets ",8,2
Screws and bolts for fixi,Parts suitable for use so,2,1
Screws and bolts for fixi,"Trunking, ducting and cab",7,3
Screws and bolts for fixi,Numerical control panels ,7,4
Screws and bolts for fixi,Wooden furniture of a kin,7,1
Screws and bolts for fixi,"Aluminium bars, rods and ",7,1
Screws and bolts for fixi,"Plastic boxes, cases, cra",7,1
Screws and bolts for fixi,Plugs and sockets for coa,7,4
Screws and bolts for fixi,"Other plates..., of polym",6,2
Screws and bolts for fixi,Base metal hinges,6,1
Screws and bolts for fixi,"Washers, rivets, cotters,",6,6
Screws and bolts for fixi,Iron or steel hot-worked ,6,3
Screws and bolts for fixi,Parts and accessories for,1,1
Screws and bolts for fixi,Test benches,6,2
Screws and bolts for fixi,Other electric conductors,6,3
Screws and bolts for fixi,Iron or non-alloy steel w,6,1
Screws and bolts for fixi,Machinery and apparatus f,2,1
Screws and bolts for fixi,Boilers for central heati,6,1
Screws and bolts for fixi,Endless bands for machine,5,2
Screws and bolts for fixi,"Plastic parts for lamps, ",5,1
Screws and bolts for fixi,Artificial guts (sausage ,5,1
Screws and bolts for fixi,Parts for air conditionin,5,2
Screws and bolts for fixi,Secondary raw material of,4,1
Screws and bolts for fixi,Numerically controlled be,5,1
Screws and bolts for fixi,"Plastic carboys, bottles,",5,1
Screws and bolts for fixi,Articles of cellular rubb,5,3
Screws and bolts for fixi,"Base metal hooks, eyes, e",5,1
Screws and bolts for fixi,Wooden bedroom furniture ,5,1
Screws and bolts for fixi,"Files, rasps and similar ",5,3
Screws and bolts for fixi,Parts of pumps for liquid,5,1
Screws and bolts for fixi,Cigarette paper in rolls ,5,1
Screws and bolts for fixi,"Tinplate, other tinned sh",5,1
Screws and bolts for fixi,Multichip integrated circ,4,2
Screws and bolts for fixi,"Non-cellular plates, shee",4,1
Screws and bolts for fixi,Non-alloy aluminium wire ,4,1
Screws and bolts for fixi,Unwrought non-alloy alumi,4,1
Screws and bolts for fixi,Copper and copper alloy p,4,1
Screws and bolts for fixi,Bodies for motor cars and,4,1
Screws and bolts for fixi,Parts of air and vacuum p,4,1
Screws and bolts for fixi,Fixed electrical resistor,4,1
Screws and bolts for fixi,Hydraulic cylinders,4,1
Screws and bolts for fixi,"Windows, french windows a",4,1
Screws and bolts for fixi,Wooden frames for paintin,4,1
Screws and bolts for fixi,"Cases, boxes, crates, dru",4,2
Screws and bolts for fixi,Sorted metal materials re,4,1
Screws and bolts for fixi,Base stations,4,2
Screws and bolts for fixi,Parts of electrical telep,4,2
Screws and bolts for fixi,Fuses for a voltage > 1 k,4,1
Screws and bolts for fixi,Parts and accessories of ,1,1
Screws and bolts for fixi,Searchlights and spotligh,4,2
Screws and bolts for fixi,"Appliance cords, extensio",4,3
Screws and bolts for fixi,Rectifiers (excluding of ,4,4
Screws and bolts for fixi,Machines with translation,4,2
Screws and bolts for fixi,Fixed electrical capacito,4,1
Screws and bolts for fixi,Inductors for discharge l,4,3
Screws and bolts for fixi,Hot-rolled flat products ,3,1
Screws and bolts for fixi,"Cold-rolled sheet, plate ",3,1
Screws and bolts for fixi,Electric motors of an out,3,1
Screws and bolts for fixi,"Printers, capable of conn",3,1
Screws and bolts for fixi,"Plastic reservoirs, tanks",3,1
Screws and bolts for fixi,Builder’s fittings and mo,3,2
Screws and bolts for fixi,Heat exchange units,3,1
Screws and bolts for fixi,Hand saws (excluding hand,3,1
Screws and bolts for fixi,Parts of dish-washing mac,3,1
Screws and bolts for fixi,Cylinders for calendering,3,1
Screws and bolts for fixi,"Hydraulic systems, with c",3,1
Screws and bolts for fixi,"Submersible motor, single",3,1
Screws and bolts for fixi,Parts of gas turbines (ex,3,2
Screws and bolts for fixi,"Teleferics, chair-lifts, ",3,1
Screws and bolts for fixi,Pneumatic elevators and c,3,1
Screws and bolts for fixi,Parts of bearing housings,3,3
Screws and bolts for fixi,Relays for a voltage ≤ 60,3,3
Screws and bolts for fixi,"Clad, cold-rolled narrow ",3,1
Screws and bolts for fixi,Other wooden furniture (e,3,1
Screws and bolts for fixi,Rubber compounded with ca,3,1
Screws and bolts for fixi,Electronic gas or smoke a,2,1
Screws and bolts for fixi,Multi-phase AC motors of ,2,1
Screws and bolts for fixi,Containers specially desi,2,1
Screws and bolts for fixi,"Chassis for trailers, sem",2,1
Screws and bolts for fixi,Spark-ignition reciprocat,2,1
